899.05	892.71	886.37	880.03	873.38	866.42	859.45	852.49	845.52	836.69	825.99	815.29	804.59	793.89	790.06	793.08	796.10	799.12	802.14	802.79	801.08	799.37	797.66	795.95	807.44	832.12	856.80	881.49	906.17	917.92	916.73	915.54	914.35	913.16	920.47	936.28	952.09	967.89	983.70	992.20	993.39	994.58	995.77	996.96	1006.86	1025.46	1044.07	1062.68	1081.29	1087.76	1082.09	1076.43	1070.76	1065.10	1061.37	1059.59	1057.81	1056.03	1054.25	1046.55	1032.92	1019.30	1005.68	992.06	989.42	997.76	1006.10	1014.44	1022.78	1018.54	1001.71	984.88	968.05	951.22	942.68	942.42	942.17	941.92	941.67	934.43	920.19	905.95	891.72	877.48	874.30	882.20	890.09	897.98	905.87	905.36	896.44	887.51	878.59	869.67	865.63	866.47	867.32	868.17	869.01	863.09	850.40	837.72	825.03	812.34	806.56	807.66	808.77	809.88	810.99	809.26	804.70	800.14	795.58	791.02	787.80	785.93	784.07	782.20	780.33	779.69	780.27	780.85	781.42	782.00	784.68	789.47	794.25	799.03	803.81	805.13	802.98	800.83	798.68	796.52	795.53	795.68	795.84	796.00	796.16	793.52	788.09	782.65	777.22	771.79	779.80	801.25	822.70	844.16	865.61	885.77	904.63
881.47	876.54	871.62	866.70	862.37	858.65	854.93	851.21	847.49	841.76	834.03	826.29	818.56	810.82	807.76	809.39	811.01	812.63	814.26	813.55	810.50	807.46	804.42	801.37	809.30	828.20	847.11	866.01	884.92	893.87	892.87	891.86	890.86	889.86	897.34	913.29	929.24	945.19	961.14	971.28	975.63	979.98	984.32	988.67	1000.89	1021.00	1041.10	1061.21	1081.31	1091.15	1090.70	1090.26	1089.82	1089.37	1089.76	1090.98	1092.19	1093.41	1094.62	1090.60	1081.35	1072.11	1062.86	1053.61	1048.40	1047.25	1046.10	1044.94	1043.79	1035.01	1018.61	1002.21	985.81	969.41	959.32	955.55	951.77	948.00	944.23	939.03	932.39	925.75	919.12	912.48	912.56	919.37	926.17	932.98	939.78	940.83	936.11	931.39	926.67	921.95	920.02	920.89	921.76	922.63	923.50	920.24	912.86	905.47	898.08	890.70	884.05	878.16	872.26	866.36	860.47	853.11	844.28	835.45	826.62	817.79	809.33	801.24	793.15	785.06	776.97	773.08	773.39	773.70	774.01	774.31	778.39	786.24	794.09	801.94	809.79	814.08	814.79	815.50	816.22	816.93	818.23	820.11	821.98	823.86	825.74	823.40	816.85	810.29	803.74	797.18	800.89	814.87	828.85	842.83	856.81	870.27	883.22
837.52	834.67	831.82	828.96	827.65	827.88	828.10	828.33	828.56	828.67	828.67	828.66	828.66	828.65	829.00	829.71	830.41	831.11	831.82	831.85	831.21	830.57	829.93	829.29	832.51	839.60	846.70	853.79	860.88	864.42	864.42	864.42	864.42	864.42	870.41	882.38	894.36	906.33	918.31	928.61	937.24	945.88	954.51	963.15	977.47	997.48	1017.49	1037.51	1057.52	1071.54	1079.58	1087.62	1095.66	1103.69	1112.14	1120.99	1129.84	1138.69	1147.54	1153.87	1157.68	1161.50	1165.31	1169.13	1162.77	1146.24	1129.71	1113.18	1096.65	1079.33	1061.23	1043.12	1025.01	1006.91	990.60	976.08	961.56	947.04	932.52	929.47	937.90	946.32	954.75	963.18	970.48	976.65	982.83	989.01	995.18	1002.01	1009.47	1016.94	1024.41	1031.88	1036.38	1037.93	1039.47	1041.02	1042.56	1044.40	1046.52	1048.64	1050.76	1052.88	1043.01	1021.13	999.26	977.38	955.51	939.69	929.93	920.16	910.40	900.64	886.73	868.68	850.63	832.58	814.53	805.59	805.75	805.90	806.06	806.22	808.38	812.54	816.70	820.86	825.01	829.38	833.95	838.52	843.09	847.66	852.65	858.05	863.45	868.85	874.25	874.09	868.37	862.66	856.94	851.22	848.81	849.69	850.57	851.46	852.34	853.40	854.64
809.78	807.16	804.55	801.94	800.68	800.78	800.87	800.97	801.07	803.75	809.03	814.30	819.58	824.85	828.81	831.46	834.10	836.75	839.40	843.21	848.19	853.18	858.16	863.14	866.42	868.00	869.58	871.16	872.74	874.76	877.23	879.69	882.16	884.62	890.34	899.31	908.28	917.25	926.22	934.67	942.62	950.57	958.52	966.47	976.91	989.86	1002.80	1015.75	1028.69	1038.97	1046.60	1054.22	1061.84	1069.47	1079.57	1092.15	1104.73	1117.32	1129.90	1142.37	1154.73	1167.10	1179.46	1191.83	1186.62	1163.84	1141.06	1118.29	1095.51	1073.98	1053.69	1033.40	1013.12	992.83	971.17	948.14	925.10	902.07	879.04	875.70	892.04	908.39	924.74	941.09	950.81	953.90	957.00	960.09	963.18	974.31	993.47	1012.63	1031.79	1050.96	1061.40	1063.12	1064.84	1066.56	1068.28	1074.32	1084.68	1095.03	1105.39	1115.75	1106.44	1077.46	1048.49	1019.51	990.54	974.21	970.51	966.82	963.13	959.44	947.78	928.16	908.55	888.93	869.31	859.70	860.08	860.47	860.86	861.25	858.53	852.71	846.88	841.06	835.23	834.95	840.21	845.48	850.74	856.00	861.33	866.73	872.13	877.53	882.93	884.66	882.72	880.78	878.84	876.90	872.75	866.38	860.02	853.66	847.29	841.22	835.43
804.66	801.18	797.69	794.20	791.48	789.52	787.57	785.61	783.66	785.71	791.77	797.84	803.90	809.96	815.44	820.35	825.26	830.16	835.07	842.51	852.49	862.46	872.44	882.42	889.24	892.90	896.57	900.23	903.90	908.38	913.68	918.97	924.27	929.56	935.42	941.85	948.28	954.72	961.15	964.69	965.35	966.01	966.67	967.33	968.67	970.70	972.73	974.77	976.80	977.83	977.86	977.88	977.91	977.94	983.85	995.64	1007.43	1019.22	1031.01	1043.73	1057.36	1071.00	1084.63	1098.27	1096.39	1079.01	1061.62	1044.24	1026.86	1008.48	989.12	969.75	950.39	931.02	910.93	890.10	869.28	848.46	827.63	824.92	840.32	855.71	871.11	886.51	895.84	899.11	902.38	905.65	908.92	920.39	940.06	959.73	979.40	999.07	1009.64	1011.12	1012.60	1014.08	1015.56	1021.46	1031.76	1042.06	1052.37	1062.67	1055.51	1030.87	1006.24	981.60	956.97	944.79	945.05	945.32	945.59	945.86	938.76	924.29	909.81	895.34	880.87	874.11	875.06	876.00	876.95	877.90	872.42	860.50	848.59	836.68	824.77	820.09	822.64	825.19	827.74	830.30	832.84	835.38	837.91	840.45	842.98	845.23	847.18	849.14	851.09	853.04	852.24	848.70	845.15	841.60	838.05	834.38	830.58
812.98	807.20	801.41	795.63	791.59	789.29	787.00	784.70	782.40	784.19	790.06	795.93	801.80	807.67	813.82	820.27	826.71	833.15	839.60	848.63	860.24	871.86	883.47	895.09	905.36	914.29	923.22	932.15	941.07	950.28	959.75	969.23	978.71	988.18	995.07	999.38	1003.68	1007.99	1012.29	1010.45	1002.44	994.44	986.44	978.44	970.59	962.90	955.21	947.52	939.83	933.39	928.19	923.00	917.81	912.61	913.95	921.81	929.68	937.54	945.40	954.93	966.12	977.32	988.51	999.70	999.59	988.18	976.77	965.36	953.94	941.85	929.08	916.30	903.53	890.76	878.91	867.99	857.07	846.15	835.24	836.77	850.75	864.73	878.71	892.69	902.77	908.93	915.10	921.26	927.43	933.70	940.09	946.47	952.85	959.24	962.87	963.76	964.64	965.53	966.42	967.15	967.73	968.31	968.89	969.47	962.88	949.12	935.35	921.59	907.83	898.11	892.43	886.74	881.06	875.38	869.27	862.73	856.19	849.65	843.11	840.94	843.13	845.32	847.51	849.70	847.87	842.03	836.19	830.34	824.50	821.68	821.88	822.07	822.27	822.46	822.11	821.20	820.29	819.38	818.47	818.67	819.97	821.27	822.57	823.87	825.09	826.21	827.33	828.45	829.58	831.15	833.18
843.18	836.13	829.09	822.04	816.90	813.68	810.46	807.24	804.02	804.10	807.47	810.85	814.23	817.61	821.62	826.25	830.88	835.52	840.15	846.38	854.19	862.00	869.81	877.62	886.04	895.08	904.11	913.14	922.18	931.81	942.04	952.26	962.49	972.72	980.52	985.88	991.25	996.61	1001.98	1002.06	996.86	991.66	986.46	981.26	975.77	969.98	964.20	958.41	952.63	948.76	946.83	944.89	942.95	941.01	941.93	945.71	949.49	953.26	957.04	962.14	968.56	974.98	981.40	987.81	986.05	976.10	966.16	956.21	946.27	938.90	934.10	929.30	924.50	919.71	916.55	915.03	913.50	911.98	910.46	916.63	930.48	944.34	958.20	972.05	981.88	987.68	993.48	999.28	1005.08	1005.13	999.44	993.75	988.05	982.36	979.79	980.33	980.87	981.41	981.95	979.35	973.59	967.83	962.07	956.31	951.44	947.44	943.45	939.46	935.46	926.34	912.08	897.82	883.57	869.31	861.08	858.88	856.67	854.47	852.26	851.87	853.28	854.69	856.10	857.51	858.55	859.21	859.88	860.54	861.21	860.01	856.93	853.86	850.79	847.71	844.22	840.32	836.41	832.50	828.59	826.70	826.81	826.93	827.04	827.16	828.04	829.68	831.33	832.97	834.61	837.02	840.18
854.51	849.51	844.52	839.52	834.07	828.17	822.27	816.36	810.46	807.97	808.88	809.80	810.71	811.63	814.04	817.96	821.88	825.79	829.71	833.64	837.60	841.57	845.53	849.49	854.17	859.59	865.01	870.42	875.84	881.00	885.91	890.82	895.73	900.64	906.99	914.76	922.54	930.31	938.09	943.50	946.54	949.59	952.63	955.67	959.90	965.31	970.72	976.13	981.54	986.43	990.81	995.19	999.58	1003.96	1007.93	1011.48	1015.04	1018.59	1022.15	1025.67	1029.15	1032.64	1036.12	1039.61	1037.83	1030.79	1023.75	1016.72	1009.68	1005.50	1004.18	1002.86	1001.54	1000.22	1000.44	1002.19	1003.95	1005.71	1007.46	1014.32	1026.29	1038.26	1050.22	1062.19	1070.50	1075.14	1079.78	1084.42	1089.06	1087.26	1079.00	1070.75	1062.50	1054.24	1050.51	1051.30	1052.09	1052.88	1053.67	1051.22	1045.53	1039.84	1034.15	1028.47	1025.49	1025.22	1024.95	1024.68	1024.41	1017.23	1003.15	989.07	974.98	960.90	953.84	953.81	953.78	953.75	953.72	955.02	957.65	960.28	962.91	965.53	964.15	958.77	953.38	948.00	942.61	935.40	926.36	917.31	908.27	899.23	889.50	879.10	868.69	858.28	847.87	843.05	843.84	844.62	845.40	846.18	846.00	844.86	843.72	842.58	841.43	840.86	840.85
850.32	851.65	852.97	854.30	851.00	843.07	835.15	827.22	819.30	813.59	810.09	806.60	803.11	799.62	798.93	801.05	803.16	805.28	807.40	808.68	809.12	809.56	810.00	810.44	814.06	820.86	827.66	834.46	841.26	845.80	848.06	850.32	852.58	854.84	862.41	875.28	888.15	901.03	913.90	923.64	930.24	936.85	943.45	950.06	960.20	973.89	987.58	1001.26	1014.95	1025.61	1033.24	1040.87	1048.51	1056.14	1060.81	1062.51	1064.22	1065.92	1067.63	1069.12	1070.38	1071.65	1072.92	1074.19	1072.73	1068.55	1064.36	1060.18	1055.99	1054.58	1055.93	1057.29	1058.65	1060.00	1062.89	1067.31	1071.72	1076.14	1080.55	1086.60	1094.29	1101.97	1109.66	1117.34	1123.12	1126.98	1130.85	1134.71	1138.57	1136.24	1127.70	1119.16	1110.62	1102.08	1098.59	1100.16	1101.73	1103.30	1104.86	1105.59	1105.47	1105.35	1105.24	1105.12	1104.80	1104.27	1103.75	1103.22	1102.70	1097.36	1087.22	1077.07	1066.93	1056.78	1050.75	1048.84	1046.92	1045.01	1043.09	1044.80	1050.14	1055.48	1060.81	1066.15	1063.22	1052.02	1040.82	1029.62	1018.42	1007.24	996.08	984.92	973.76	962.60	948.60	931.76	914.93	898.09	881.25	872.45	871.68	870.92	870.15	869.38	864.93	856.79	848.65	840.50	832.36	825.94	821.23
852.98	860.38	867.78	875.18	874.33	865.21	856.09	846.98	837.86	830.41	824.62	818.83	813.04	807.25	804.43	804.58	804.74	804.89	805.04	804.99	804.74	804.49	804.24	803.99	808.87	818.90	828.93	838.96	848.99	855.48	858.43	861.39	864.35	867.30	875.32	888.40	901.48	914.56	927.64	935.40	937.85	940.30	942.75	945.20	955.28	972.99	990.69	1008.40	1026.11	1041.67	1055.07	1068.46	1081.86	1095.26	1101.33	1100.06	1098.80	1097.53	1096.27	1093.20	1088.32	1083.45	1078.57	1073.69	1066.59	1057.25	1047.91	1038.57	1029.23	1027.84	1034.41	1040.97	1047.53	1054.10	1061.69	1070.31	1078.94	1087.56	1096.18	1103.24	1108.73	1114.22	1119.70	1125.19	1129.64	1133.03	1136.43	1139.82	1143.22	1140.49	1131.64	1122.79	1113.94	1105.10	1101.70	1103.75	1105.80	1107.85	1109.89	1112.35	1115.20	1118.05	1120.90	1123.75	1122.91	1118.36	1113.82	1109.28	1104.74	1098.71	1091.20	1083.69	1076.18	1068.67	1061.85	1055.71	1049.58	1043.45	1037.31	1037.54	1044.13	1050.72	1057.30	1063.89	1061.42	1049.90	1038.38	1026.85	1015.33	1005.42	997.13	988.83	980.54	972.25	961.33	947.79	934.25	920.71	907.16	900.71	901.34	901.97	902.60	903.23	897.39	885.08	872.77	860.46	848.15	837.00	827.02
