1488.17	1467.38	1449.72	1386.27	1348.56	1735.83	2185.96	2601.37	2590.92	2549.80	2588.54	2808.68	3076.99	3749.08	4199.79	4543.21	4337.54	4187.41	3648.16	2985.97	2228.58	1813.51	1698.78	1619.08	1650.13	1732.83	1787.55	1773.31	2006.00	1980.91	2025.71	1801.40	1801.53	2072.37	2530.53	3188.87	3287.68	3056.76	2638.59	2397.21	2068.77	1959.07	2032.85	2122.08	1971.67	1898.75	1761.38	1899.52	1711.07	1714.25	1545.34	1613.52	1640.70	1637.42	1591.96	1591.17	1660.48	1694.33	1625.94	1478.02	1316.79	1309.36	1320.87	1334.00	1287.33	1298.72	1410.33	1560.62	1690.76	1792.57	2078.15	2291.52	2382.82	2234.49	2218.26	2474.03	2829.42	3211.43	3076.35	2659.12	2256.28	2677.68	3126.95	3213.51	2670.98	2292.63	2150.20	2008.27	1851.32	1749.96	1654.78	1618.39	1635.61	1809.39	2150.37	2521.78	3038.94	3078.87	2829.52	2343.61	2115.58	2156.82	2196.05	2099.69	1935.53	1859.75	1991.11	2346.17	2742.40	2872.54	2593.94	2212.15	1925.87	1794.09	1700.85	1670.63	1644.63	1630.77	1666.37	1658.04	1610.29	1812.88	2008.08	2382.38	2437.51	2552.69	2222.82	1876.45	1594.21	1718.15	2227.28	2631.72	2826.79	2603.74	2180.69	1796.77	1559.66	1668.49	1807.85	1839.05	1671.67	1518.88	1495.56	1557.71	1616.67	1621.71	1591.66	1600.91	1592.93	1606.32	1628.48	1571.20	1600.18	1629.42	1608.05	1525.85	1400.96	1411.84	1385.93	1360.27	1360.59	1363.12	1367.80	1355.02	1362.83	1287.52	1349.20	1474.30	1716.91	1863.93	1790.44	1675.80	1618.52	1790.44	1911.64	1937.21	2272.17	2548.39	2577.21	2150.87	1922.50	1913.08	1969.90	1971.91	2096.27	2209.05	2324.66	2254.80	2042.94	1840.27	1998.01	2344.49	2477.64	2403.08	2276.83	2253.54	2163.86	2087.68	2061.58	1770.19	1510.34	1364.68	1599.99	1809.04	2001.63	2079.74	2155.99
1505.83	1463.79	1400.55	1307.24	1503.15	2244.59	3061.16	3621.64	3672.12	3666.90	3686.33	3771.49	3866.31	4167.14	4426.06	4757.57	4740.20	4610.67	4145.97	3430.13	2632.61	1928.98	1683.37	1757.75	2018.96	2298.21	2331.99	2251.39	2281.71	2195.42	2261.78	2228.08	2312.09	2464.58	2693.40	3012.10	2998.14	2810.72	2704.10	2821.80	2763.10	2598.80	2412.15	2294.55	2086.76	2026.50	1938.00	2113.06	2017.26	2079.71	2045.06	2219.48	2279.83	2160.61	1891.18	1731.60	1663.15	1643.18	1556.02	1509.69	1474.21	1560.14	1569.08	1559.50	1491.81	1448.32	1483.65	1522.40	1604.86	1729.90	1991.62	2224.35	2266.18	2215.52	2299.90	2585.71	2870.91	3282.60	3358.64	3125.13	2700.49	2789.24	3032.42	2986.99	2541.15	2214.19	2128.21	2071.00	1946.40	1849.46	1790.78	1775.29	1797.19	1927.35	2305.83	2697.53	3201.59	3193.55	2850.37	2309.39	2023.20	2058.04	2065.13	2008.43	1909.68	1857.57	1953.61	2335.92	2837.33	3054.39	2851.07	2438.11	2177.09	2035.03	1939.43	1822.75	1676.62	1617.23	1631.35	1654.47	1637.48	1809.34	1999.97	2309.57	2394.68	2491.82	2207.62	1866.56	1572.39	1597.63	2012.73	2493.28	2898.06	2928.45	2611.13	2167.66	1763.72	1668.32	1711.28	1787.94	1753.37	1668.79	1621.03	1570.19	1570.72	1536.30	1505.85	1521.90	1569.70	1620.47	1627.50	1514.04	1470.07	1445.60	1449.50	1432.51	1397.30	1406.10	1391.89	1375.18	1387.69	1379.64	1364.54	1358.04	1404.21	1384.82	1410.83	1468.73	1618.74	1803.07	1773.01	1742.93	1655.87	1803.70	1877.52	1919.83	2244.71	2527.81	2570.07	2134.11	1868.13	1808.92	1893.95	1932.55	2060.09	2110.30	2145.98	2026.41	1874.41	1741.94	1922.38	2186.61	2320.13	2270.12	2163.63	2065.56	1921.89	1820.80	1803.61	1656.07	1503.97	1432.68	1613.68	1727.70	1828.89	1886.29	2014.94
1416.70	1386.08	1424.88	1604.11	2083.07	2995.18	3830.61	4398.86	4485.95	4507.27	4506.70	4466.61	4496.40	4429.53	4381.94	4391.31	4420.44	4346.16	4061.14	3672.00	3112.57	2480.84	1983.15	1989.97	2336.72	2760.41	2824.95	2691.66	2586.75	2588.03	2585.03	2681.53	2781.23	2886.49	2883.33	2792.96	2678.96	2588.48	2813.56	3043.54	3179.84	3038.36	2873.56	2682.81	2504.98	2470.93	2451.77	2586.54	2586.75	2658.59	2743.21	2914.64	3003.31	2825.83	2494.21	2154.45	1883.61	1720.02	1573.62	1701.20	1839.16	2115.32	2106.59	2104.20	2041.95	1836.51	1683.69	1522.61	1610.28	1794.04	2022.50	2169.40	2236.06	2334.49	2586.94	2786.22	2894.86	3179.91	3438.95	3398.63	3049.29	2757.37	2818.25	2721.27	2501.82	2231.30	2179.84	2157.46	2077.13	1954.84	1865.62	1856.64	1909.15	2065.90	2468.35	2858.96	3231.49	3140.09	2769.54	2290.78	1972.54	2026.02	1970.81	1955.62	1858.28	1876.43	2030.04	2550.35	3353.34	3607.73	3394.20	2753.88	2451.51	2257.38	2206.44	2131.41	1997.37	1905.69	1847.25	1871.49	1869.69	2034.64	2191.00	2357.74	2466.91	2499.88	2270.25	1892.13	1532.17	1436.59	1704.74	2182.12	2744.94	3074.05	3094.17	2700.41	2122.22	1745.51	1687.87	1791.06	1793.01	1698.15	1605.23	1532.36	1555.23	1555.34	1481.14	1468.35	1501.76	1578.94	1521.63	1406.48	1354.24	1325.60	1352.97	1364.80	1445.83	1430.58	1410.69	1366.92	1379.14	1355.12	1330.18	1329.16	1395.48	1400.41	1420.87	1444.88	1549.80	1730.69	1734.21	1764.43	1707.74	1892.37	1979.73	2071.61	2326.30	2500.09	2435.61	1992.04	1753.17	1716.72	1826.58	1951.61	2108.47	2240.89	2198.30	2036.43	1837.37	1729.49	1894.78	2115.81	2269.60	2237.57	2102.67	1896.09	1665.38	1485.53	1443.24	1449.62	1433.87	1450.39	1576.30	1663.22	1687.31	1689.31	1755.97
1285.96	1264.08	1357.10	1704.80	2457.14	3203.48	3738.27	3885.12	3951.67	3972.55	3973.48	3909.94	3972.56	3854.15	3742.50	3389.83	3249.25	3121.94	3278.39	3317.17	3111.86	2632.11	2110.49	1961.69	2126.22	2336.37	2358.64	2196.20	2158.89	2149.46	2127.40	2140.01	2271.64	2390.59	2398.25	2282.51	2189.06	2179.06	2637.45	3233.66	3784.76	3819.57	3607.10	3240.63	2743.00	2655.15	2599.67	3034.49	3033.20	3226.07	3356.60	3662.36	3819.78	3469.36	2756.02	2093.28	1701.00	1680.42	1570.27	1689.82	1769.46	1991.88	2002.33	1987.30	1956.86	1728.99	1613.28	1553.01	1709.48	1770.34	1758.95	1697.41	1752.17	1924.77	2300.29	2570.07	2695.17	2861.68	3120.44	3251.87	3179.87	2912.04	2884.48	2786.86	2670.18	2401.19	2171.51	2027.46	1914.07	1832.70	1807.65	1834.44	1931.50	2069.27	2355.12	2646.43	2942.34	2847.57	2519.82	2132.29	1958.17	1940.32	1729.76	1591.00	1544.67	1705.20	1978.53	2619.86	3581.87	4106.11	3861.00	3051.82	2528.37	2359.55	2396.76	2324.03	2208.77	2099.33	1989.82	2000.35	2018.91	2232.01	2357.43	2490.18	2573.47	2723.75	2543.90	2186.47	1674.29	1477.59	1527.77	1954.07	2578.12	3136.83	3352.03	3095.21	2455.88	1878.18	1546.13	1618.03	1688.23	1621.31	1569.20	1426.87	1442.82	1391.58	1353.19	1349.34	1379.19	1415.93	1436.76	1387.20	1480.42	1413.34	1416.96	1352.15	1411.02	1386.10	1361.96	1345.55	1362.88	1333.25	1304.02	1299.73	1366.03	1442.37	1501.43	1464.45	1459.72	1535.09	1584.60	1625.37	1621.91	1797.05	1905.61	1952.70	2076.17	2239.21	2176.63	1906.84	1678.58	1716.43	1849.30	1991.70	2039.02	2066.60	1959.44	1902.01	1766.52	1677.94	1721.85	1974.66	2212.73	2345.36	2257.12	2052.20	1837.55	1652.20	1633.55	1635.68	1540.94	1484.73	1575.16	1629.76	1650.82	1644.90	1774.62
1201.35	1223.12	1371.97	1951.88	2703.42	3392.25	3648.47	3701.01	3703.26	3713.54	3712.14	3690.67	3784.47	3647.36	3430.49	3052.94	2917.14	2782.84	2712.21	2692.58	2563.14	2436.26	2181.32	2076.35	2080.93	2130.61	2222.54	2294.79	2347.24	2491.13	2383.96	2336.31	2223.75	2233.97	2232.95	2206.44	2299.86	2339.90	2651.01	3079.78	3634.94	3878.83	3821.87	3496.96	3032.37	2923.63	2885.47	3310.77	3314.94	3504.44	3591.42	3827.55	3987.00	3651.47	3052.61	2363.68	2014.09	1988.46	2013.97	2112.56	2117.13	2178.02	2159.86	2214.66	2289.19	2196.22	2088.98	1994.20	2060.67	2113.39	2105.61	2039.18	2090.08	2125.77	2337.52	2491.81	2662.79	2753.99	2971.65	3255.61	3357.03	3194.54	3127.68	3193.45	3143.05	2797.71	2326.70	2023.72	1852.89	1798.90	1738.89	1759.54	1809.35	1947.49	2141.12	2388.31	2566.85	2509.41	2286.75	2034.91	1947.69	1919.36	1745.71	1538.42	1454.94	1617.15	2085.33	2925.70	4052.62	4504.71	4047.18	3061.42	2429.44	2285.37	2363.49	2405.48	2453.05	2445.83	2334.31	2277.67	2217.49	2452.06	2619.77	2829.70	2874.97	3041.42	2916.21	2657.23	2052.37	1680.40	1493.88	1688.19	2090.76	2531.83	2891.84	2977.65	2704.26	2178.21	1741.46	1592.46	1620.44	1534.34	1520.70	1429.20	1454.04	1418.65	1389.55	1427.66	1419.08	1415.33	1344.78	1340.93	1491.56	1500.69	1520.59	1426.55	1457.21	1429.24	1397.06	1369.25	1361.29	1344.86	1353.98	1347.94	1388.33	1428.33	1470.98	1433.67	1409.38	1431.99	1510.49	1627.43	1683.10	1823.77	1840.42	1910.50	1951.54	2014.73	1952.84	1850.61	1847.76	2014.98	2103.73	2214.25	2142.81	2223.84	2136.24	2103.44	1936.25	1788.01	1869.69	2211.89	2497.25	2594.19	2442.22	2216.29	1977.80	1758.80	1741.52	1720.58	1577.19	1434.21	1431.60	1470.35	1510.83	1526.35	1618.22
1511.93	1749.43	2010.66	2321.87	2827.01	3426.60	3719.74	3803.24	3775.58	3782.66	3780.21	3777.14	3800.15	3722.88	3649.38	3540.59	3414.89	3069.76	2674.88	2456.41	2421.80	2382.72	2248.53	2075.16	2106.49	2270.63	2435.32	2484.64	2497.25	2550.41	2544.17	2510.61	2525.18	2585.44	2595.63	2525.04	2472.03	2493.06	2760.40	3175.76	3477.36	3500.85	3282.32	2942.14	2508.68	2414.12	2373.41	2783.21	2786.64	2972.55	3036.06	3269.79	3393.69	3097.11	2534.20	2008.94	1841.78	1976.32	2143.27	2168.89	2063.87	1927.13	1904.49	1972.05	2062.16	2134.27	2161.96	2192.33	2185.95	2201.73	2199.95	2197.05	2151.44	1965.03	1903.07	2179.58	2512.74	2713.82	2804.99	3079.49	3266.87	3247.97	3194.48	3291.60	3214.70	2945.98	2479.94	2168.30	1986.91	1921.60	1831.86	1787.53	1700.27	1776.37	1792.37	1930.40	2023.07	2137.19	2071.49	1892.28	1813.09	1845.74	1889.31	1819.90	1732.22	1780.61	2154.86	2952.72	3941.76	4360.33	3903.16	3009.15	2357.44	2275.66	2280.29	2332.83	2404.32	2523.46	2443.15	2302.86	2230.03	2600.40	2833.62	3064.01	2942.79	3091.13	3019.78	2848.13	2280.78	1874.00	1598.84	1684.19	1879.53	2117.49	2300.08	2533.58	2654.17	2580.00	2220.19	1937.42	1729.20	1585.77	1531.02	1416.54	1375.68	1298.91	1338.34	1419.73	1435.31	1387.58	1342.01	1377.65	1583.46	1614.85	1605.85	1482.31	1466.47	1465.48	1456.31	1454.18	1452.95	1439.84	1442.18	1437.98	1469.47	1506.81	1494.51	1423.20	1366.50	1376.31	1435.83	1550.55	1623.01	1745.71	1709.55	1692.26	1714.94	1856.80	2006.15	2049.73	2102.32	2255.39	2273.16	2264.19	2088.71	2052.02	1938.13	1872.12	1842.19	1791.92	1937.81	2286.62	2600.55	2706.34	2501.32	2197.69	1912.40	1700.17	1707.22	1677.94	1544.53	1373.93	1334.20	1316.91	1373.78	1421.18	1538.61
2427.09	2714.46	2972.09	3100.24	3296.83	3558.91	3628.54	3621.00	3577.99	3587.03	3586.47	3583.45	3571.00	3601.88	3751.29	3980.26	3984.85	3692.34	3142.85	2783.76	2817.66	2849.45	2767.69	2552.72	2665.23	2932.42	3105.40	3146.73	3279.76	3356.80	3357.72	3228.86	3205.67	3231.77	3231.03	3178.70	3148.36	3276.95	3378.29	3380.75	3148.30	2849.41	2599.21	2385.32	2276.16	2241.19	2249.98	2337.23	2335.59	2366.31	2442.23	2615.75	2694.80	2551.04	2331.35	2209.19	2290.53	2455.66	2689.54	2748.13	2642.44	2422.27	2370.17	2498.31	2685.02	2813.63	2812.89	2772.09	2694.50	2680.85	2679.61	2740.60	2748.43	2508.07	2254.77	2346.11	2589.27	2794.65	2851.10	3074.61	3206.15	3172.68	3117.59	3237.26	3273.29	3134.30	2711.98	2317.00	2045.64	1921.35	1815.49	1717.90	1623.87	1641.67	1646.96	1791.52	1891.71	2048.97	1895.80	1710.03	1536.54	1650.32	1867.98	2052.83	2067.70	2132.66	2513.68	3139.96	3776.52	3875.07	3378.49	2658.22	2065.83	2041.15	2065.78	2201.39	2348.97	2529.74	2523.51	2371.87	2323.13	2622.93	2957.87	3134.30	3041.82	2939.75	2894.14	2750.75	2377.54	1972.19	1695.91	1642.16	1654.64	1732.78	1911.88	2138.60	2428.31	2665.55	2796.55	2680.66	2306.71	1900.04	1619.81	1534.19	1508.10	1506.63	1525.24	1523.55	1494.62	1416.02	1360.97	1358.62	1477.51	1542.68	1564.05	1488.73	1501.57	1492.79	1495.04	1449.02	1442.49	1437.07	1444.42	1438.68	1464.65	1486.84	1462.07	1430.31	1442.84	1496.08	1491.63	1507.12	1547.81	1664.29	1700.36	1726.47	1802.06	1979.38	2126.15	2134.17	2107.39	2214.81	2171.83	2121.46	1947.80	1944.39	1870.65	1807.70	1869.48	1827.43	1916.46	2132.32	2460.97	2595.88	2443.05	2128.14	1815.27	1576.81	1529.97	1503.25	1483.92	1384.75	1421.59	1371.95	1456.36	1527.66	1667.55
3794.62	3868.32	3834.98	3505.29	3289.53	3173.33	3204.27	3232.18	3263.36	3251.96	3250.10	3284.90	3383.32	3522.74	3770.28	4024.56	4073.68	3939.89	3648.17	3496.85	3474.92	3308.56	3037.56	2688.61	2780.70	2923.07	3023.21	2894.42	3130.50	3140.60	3181.66	2959.00	3084.61	3204.09	3202.51	3071.29	2911.63	3152.70	3363.09	3315.27	2775.06	2216.60	1994.18	1941.36	1948.46	1946.19	1948.69	1964.43	1963.86	1969.07	1975.41	2008.29	1957.68	1974.53	1870.01	1977.05	2093.09	2357.03	2573.83	2805.27	2882.49	2859.48	2828.66	2898.22	2964.77	2927.06	2802.23	2691.56	2606.90	2588.59	2583.99	2659.56	2803.90	2744.04	2628.23	2667.05	2701.78	2670.36	2534.32	2540.76	2658.16	2638.57	2731.66	2927.45	3086.06	2931.93	2519.92	2109.63	1913.54	1854.38	1781.26	1700.92	1555.15	1523.96	1520.16	1694.65	1805.50	2025.31	1843.64	1718.94	1495.41	1667.42	1946.91	2277.17	2325.92	2363.87	2603.50	3128.53	3580.50	3724.51	3192.76	2538.43	1901.33	1886.10	1892.52	1996.53	2110.76	2248.66	2280.03	2154.42	2201.97	2470.45	2701.41	2754.48	2623.43	2574.48	2545.04	2419.74	2143.29	1863.13	1765.67	1899.34	1972.49	1996.59	1923.27	1961.25	2155.41	2665.20	3179.40	3388.36	3048.17	2425.65	1861.08	1579.52	1530.57	1573.21	1604.06	1545.96	1510.03	1386.11	1382.61	1365.79	1487.69	1492.58	1499.05	1430.74	1501.45	1480.70	1472.26	1407.73	1414.31	1412.11	1402.25	1399.14	1392.65	1384.66	1405.75	1439.68	1524.33	1558.57	1496.84	1410.29	1455.51	1660.70	1828.81	1788.28	1748.64	1849.60	1954.90	2014.29	1954.83	2037.43	2002.08	1967.47	1947.07	1998.31	1930.38	1814.39	1818.30	1818.10	1848.83	1936.42	2148.77	2253.52	2136.56	1857.28	1572.20	1359.67	1316.53	1300.31	1371.15	1367.59	1469.63	1470.00	1540.59	1597.10	1663.36
4208.15	4070.22	3852.49	3577.81	3287.34	2990.78	2878.09	2865.58	2928.84	2902.16	2900.17	2979.69	3142.21	3445.00	3800.63	4079.41	4024.86	3850.89	3651.66	3529.94	3421.60	3209.69	3027.46	2767.00	2604.01	2480.03	2479.27	2561.93	2873.67	2957.76	2926.39	2722.34	2622.57	2592.15	2558.19	2598.88	2656.75	2904.76	3141.58	3182.62	2745.89	2287.07	2090.79	2170.37	2244.19	2256.02	2273.54	2235.76	2232.39	2202.68	2161.21	2077.68	1973.66	2096.87	2086.46	2183.16	2174.63	2348.70	2553.89	2804.65	2946.19	2964.88	2949.95	2993.91	3033.30	2991.32	2839.13	2678.93	2546.07	2513.39	2510.16	2622.38	2809.45	2862.46	2978.69	3041.31	3073.90	2872.96	2548.23	2400.49	2366.10	2389.62	2477.83	2679.73	2982.97	2734.42	2251.30	1689.35	1541.75	1569.68	1591.75	1636.35	1581.33	1520.18	1564.63	1866.73	2015.97	2113.54	1715.24	1604.28	1474.90	1652.97	1880.23	2075.26	2142.35	2253.48	2696.26	3283.27	3582.78	3542.35	2889.34	2371.84	1839.01	1831.17	1829.64	1876.85	1942.90	1964.51	2013.00	1967.40	2046.05	2095.17	2210.57	2244.51	2282.50	2352.80	2384.61	2312.36	2145.81	1937.50	1906.46	2075.43	2232.08	2344.20	2239.54	2231.95	2170.13	2397.80	2757.75	3037.99	3005.69	2511.51	2069.15	1756.95	1722.57	1747.85	1720.73	1585.34	1492.36	1383.06	1398.23	1362.89	1408.81	1362.60	1394.13	1357.26	1434.20	1399.16	1407.04	1377.31	1385.33	1382.04	1370.11	1365.09	1377.15	1398.57	1458.15	1491.19	1577.76	1605.96	1549.99	1429.10	1430.33	1620.28	1810.91	1825.22	1762.44	1775.71	1750.85	1847.51	1830.79	1943.21	1890.30	1900.31	1952.16	2023.27	2039.70	1929.76	1855.09	1765.19	1790.49	1950.67	2122.60	2209.35	2117.76	1920.97	1715.95	1540.12	1534.90	1475.85	1467.13	1376.16	1506.99	1565.25	1673.37	1725.82	1791.17
4244.41	4111.78	3924.74	3693.27	3455.41	3285.19	3314.15	3411.77	3472.74	3411.87	3421.43	3605.49	3885.46	4018.68	3954.34	3703.38	3429.92	3229.22	3213.25	3265.86	3078.91	2829.98	2668.50	2490.26	2184.31	2024.07	2126.12	2432.91	2776.94	2920.95	2849.27	2604.08	2289.32	2150.68	2120.97	2308.92	2513.89	2797.27	3138.00	3400.33	3072.70	2733.19	2449.03	2503.30	2514.16	2495.73	2505.01	2519.19	2520.19	2517.04	2491.24	2432.36	2383.42	2420.46	2373.35	2285.12	2199.89	2287.18	2433.44	2626.93	2741.63	2815.82	2808.22	2823.06	2823.16	2753.07	2605.26	2460.94	2384.97	2378.91	2378.66	2429.60	2585.91	2669.62	2813.78	2882.07	2952.22	2895.54	2751.78	2525.94	2242.85	2039.60	2234.54	2494.69	2646.30	2175.99	1716.15	1368.02	1390.36	1491.18	1552.40	1642.42	1552.57	1546.32	1604.55	1926.83	1955.68	1921.27	1622.53	1610.35	1597.47	1721.26	1911.41	2065.52	2196.67	2482.40	2931.90	3467.37	3721.11	3564.73	2825.89	2184.65	1819.11	1840.09	1783.36	1697.00	1699.37	1723.85	1837.56	1867.33	1908.05	1891.24	1851.26	1848.74	1831.69	2021.49	2137.84	2210.55	2162.92	2030.80	1920.37	2017.47	2196.22	2453.32	2481.90	2518.36	2349.46	2279.13	2261.74	2433.49	2627.00	2545.09	2293.14	1882.88	1681.11	1640.73	1649.33	1600.11	1526.29	1421.45	1384.98	1325.49	1345.42	1322.75	1387.44	1433.52	1465.50	1422.05	1400.55	1418.15	1439.79	1418.71	1389.78	1387.39	1409.71	1439.95	1479.92	1454.41	1475.84	1492.72	1540.40	1527.54	1568.45	1673.56	1797.95	1734.95	1690.07	1598.38	1616.74	1720.02	1839.60	1957.66	1954.20	1982.25	2075.46	2112.35	2186.88	2083.74	2008.62	1831.41	1825.05	1948.14	2148.08	2356.59	2377.60	2132.38	1803.32	1546.30	1566.50	1513.90	1478.00	1356.87	1449.11	1579.50	1721.44	1804.53	1821.59
